	NUMBER	ENGLISH	CHINESE	POS	STEDT_GLOSS	EVARS	CVARS	CONCEPTICON_ID	CONCEPTICON_GLOSS
1578	1578	marry (a woman)	娶	v.	marry (a woman)				
1579	1579	go / leave	去	v	go / leave (past)||go / leave||go / leave (future)	go / leave v.||go / leave (past) v.||go / leave (future) v.	去||去 ((将来时))||去 ((过去时))		
1580	1580	recover, fully (from an illness)	痊愈(病~)	v.	recover, fully (from an illness)				
1581	1581	healed, have (of a wound)	痊愈(伤~)	v.	healed, have (of a wound)				
1582	1582	chip (the rim)	缺(~个口)	v.	chip (the rim)				
1583	1583	complete, be	全(~了)	v.	complete, be				
1584	1584	dye	染	v.	dye				
1585	1585	shout / yell	嚷	v	shout / yell	shout / yell v.	嚷		
1586	1586	make way for / give way	让路	v.	make way for / give way				
1587	1587	fry (cold rice)	热(~饭) ((炒)~)	v.	steam (cold rice)||fry (cold rice)||heat up (cold rice)	heat up (cold rice) v.||steam (cold rice) v.	热(~饭)||热(~饭) ((蒸)~)		
1588	1588	endure / be patient	忍耐	v.	endure / be patient				
1589	1589	look at and distinguish (characters)	认(~字)	v.	look at and distinguish (characters)				
1590	1590	recognize	认得	v.	recognize				
1591	1591	throw / toss	扔	v.	throw / toss (away from speaker)||throw / toss||throw / toss (towards speaker)	throw / toss (towards speaker) v.||throw / toss (away from speaker) v.	扔 (~(过去))||扔 (~(过来))		
1592	1592	dissolve	融化(~了)	v.	dissolve				
1593	1593	dissolve (cause to)	融化(使~)	v.	dissolve (cause to)				
1594	1594	knead (dough)	揉(~面)	v.	knead (dough)				
1595	1595	sprinkle / spray	洒(~水)	v.	sprinkle / spray				
1596	1596	piss / pee	撒(~尿)	v.	piss / pee				
1597	1597	scatter (seeds)	撒(~种)	v.	scatter (seeds)				
1598	1598	break up (meeting) / end	散(会~了)	v.	break up (meeting) / end				
1599	1599	come loose (shoelace)	散开(鞋带~)	v.	come loose (shoelace)				
1600	1600	untie / undo	解开	v.	untie / undo				
1601	1601	sweep	扫	v.	sweep				
1602	1602	kill (a person)	杀 (~(人))	v.	kill / slaughter (an animal)||kill||kill (a person)	kill v.||kill / slaughter (an animal) v.	杀||杀 (牵(鸡))	1417	KILL
1603	1603	sieve / sift	筛(~米)	v.	sieve / sift				
1604	1604	dry (clothes) in the sun	晒(~衣服)	v.	dry (grain) in the sun||dry (clothes) in the sun	dry (grain) in the sun v.	晒(~衣服) (~(粮食))		
1605	1605	sunbathe	晒(~太阳)	v.	sunbathe				
1606	1606	lightning	闪电	v.	lightning				
1607	1607	injure / hurt (the arm)	伤(~了手)	v.	injure / hurt (the arm, by chopping)||injure / hurt (the arm)	injure / hurt (the arm, by chopping) v.	伤(~了手) ((砍)~)		
1608	1608	consult / discuss	商量	v.	consult / discuss				
1609	1609	go upstairs (future)	上(~楼) ((过去时))	v.	go upstairs||go upstairs (past)||go upstairs (future)	go upstairs v.||go upstairs (past) v.	上(~楼)||上(~楼) ((将来时))		
1610	1610	burn the grass on wasteland	烧荒	v.	burn the grass on wasteland				
1611	1611	shoot (an arrow)	射(~箭)	v.	shoot (an arrow)			1172	SHOOT
1612	1612	shot, have (the target)	射中	v.	shot, have (the target)				
1613	1613	stretch out (the foot)	伸 (~(手))	v.	stretch out (the waist)||stretch out (the arm)||stretch out (the foot)	stretch out (the arm) v.||stretch out (the waist) v.	伸||伸 (~(腰))		
1614	1614	extend / elongate	伸长	v.	extend / elongate				
1615	1615	draw out / stretchdraw out / stret	抻长	v.	draw out / stretch||draw out / stretchdraw out / stret	draw out / stretch v.	抻长		
1616	1616	seep into / permeate	渗(~入)	v.	seep into / permeate				
1617	1617	grow	生长	v.	grow (appear)||grow (mature)||grow	grow (appear) v.||grow (mature) v.	生长 (生长,成长)||生长 (出现,长出)		
1618	1618	rust (iron)	生锈 ((铁)~)	v.	rust (iron)||rust (lit. 'eat mud')||rust||rust (copper)	rust (lit. 'eat mud') v.||rust (copper) v.||rust v.	生锈 ("吃泥巴")||生锈 ((铜)~)||生锈		
1619	1619	grow (a boil)	生疮	v.	grow (a boil)				
1620	1620	birth, give to	生(~孩子)	v.	birth, give to				
1621	1621	angry, be / take offense	生气	v.	angry, be / take offense				
1622	1622	left over, be / remain	剩	v.	left over, be / remain				
1623	1623	rise / go up	升起	v.	rise / go up				
1624	1624	lose (sthg.)	失落	v.	lose (sthg.)				
1625	1625	make / cause	使	v.	make / cause				
1626	1626	release / set free	释放	v.	release / set free				
1627	1627	try / attempt	试	v.	try / attempt				
1628	1628	be (3rd person)	是 ((第一人称))	v.	be||be (3rd person)||be (1st person)	be (1st person) v.||be v.	是 ((第三人称))||是		
1629	1629	harvest / reap (the root)	收割 (~(穗子))	v.	harvest / reap (the root)||harvest / reap (the ear / tassel)||harvest / reap	harvest / reap (the ear / tassel) v.||harvest / reap v.	收割 (~(根部))||收割		
1630	1630	receive	收到	v.	receive				
1631	1631	close (an umbrella)	收(~伞)	v.	close (an umbrella)				
1632	1632	put in order / tidy (things)	收拾 (~(东西))	v.	put in order / tidy (crops)||put in order / tidy (things)||put in order / tidy	put in order / tidy (crops) v.||put in order / tidy v.	收拾 (~(住稼))||收拾		
1633	1633	guard / defend	守卫	v.	guard / defend				
1634	1634	comb	梳	v.	comb				
1635	1635	lose (a game) (gambling)	输 ((赌~))	v.	lose (a game)||lose (a fight)||lose (a game) (gambling)	lose (a game) v.||lose (a fight) v.	输||输 ((打架)e)		
1636	1636	familiar with, be / know sthg. o	熟悉	v.	familiar with, be / know sthg. o				
1637	1637	cooked, be (rice) / done	熟(饭~)	v.	cooked, be (rice) / done				
1638	1638	ripe, be (melons, nuts, etc.)	熟(果子~) ((瓜,花生等)~)	v.	ripe, be (corn, beans, etc.)||ripe, be (melons, nuts, etc.)||ripe, be (fruit)||ripe, be (paddies, etc.)	ripe, be (fruit) v.||ripe, be (corn, beans, etc.) v.||ripe, be (paddies, etc.) v.	熟(果子~)||熟(果子~) ((稻谷等)~)||熟(果子~) ((玉米,豆等)~)		
1639	1639	thinner, get (body) (people)	瘦(~了) ((牲畜)~)	v.	thinner, get (body) (livestock)||thinner, get (body)||thinner, get (body) (people)	thinner, get (body) v.||thinner, get (body) (livestock) v.	瘦(~了)||瘦(~了) ((人)~)		
1640	1640	count (numbers)	数(~数目)	v.	count (numbers)			1420	COUNT
1641	1641	rinse (the mouth)	漱(~口)	v.	rinse (the mouth)				
1642	1642	fall / tumble down	摔(~下来)	v.	fall / tumble down				
1643	1643	fling / toss	甩	v.	fling / toss				
1644	1644	bolt (the door)	闩(~门)	v.	bolt (the door)				
1645	1645	tie (a cow) to	拴(~牛)	v.	tie (a cow) to				
1646	1646	sleep	睡	v.	sleep			1585	SLEEP
1647	1647	asleep, fall	睡着	v.	asleep, fall				
1648	1648	suck	吮	v.	suck				
1649	1649	speak	说	v.	speak				
1650	1650	tear up / rip	撕	v.	tear up / rip	tear up / rip v	撕		
1651	1651	die	死	v.	die			1494	DIE
1652	1652	calculate	算	v.	calculate				
1653	1653	break to pieces (grain)	碎(米粒~了)	v.	break to pieces (grain)				
1654	1654	crush to pieces	压碎	v.	crush to pieces				
1655	1655	damage / spoil (simplex)	损坏 ((自动))	v.	damage / spoil (simplex)||damage / spoil||damage / spoil (intransitive)||damage / spoil (transitive)	damage / spoil v.||damage / spoil (intransitive) v.||damage / spoil (transitive) v.	损坏||损坏 ((及物动词))||损坏 ((他动))		
1656	1656	lock (the door)	锁(~门)	v.	lock (the door)				
1657	1657	collapse / cave in / fall down	塌	v.	collapse / cave in / fall down				
1658	1658	step on / trample / stamp	踏	v.	step on / trample / stamp				
1659	1659	lift up / carry	抬	v.	lift up / carry				
1660	1660	shed (tears)	淌(~泪)	v.	shed (tears)				
1661	1661	lie down	躺	v.	lie down			215	LIE DOWN
1662	1662	scald / burn (the hand)	烫(~手)	v.	scald / burn (the hand)				
1663	1663	escape / run away	逃跑	v.	escape / run away				
1664	1664	beg (for food)	讨(~饭)	v.	beg (for food)				
1665	1665	put on (another layer of clothing)	套（～衣服）						
1666	1666	wound	痛(头~) ((伤口)~)	v.	ache (head)||wound	ache (head) v.	痛(头~)		
1667	1667	kick	踢	v.	kick				
1668	1668	shave (the head)	剃(~头)	v.	shave (the head)				
1669	1669	cloudy, be (sky) / overcast	天阴	v.	cloudy, be (sky) / overcast				
1670	1670	clear, be (weather) / sunny	天晴	v.	clear, be (weather) / sunny				
1671	1671	dawn (the day)	天亮	v.	dawn (the day)				
1672	1672	dark, get	天黑	v.	dark, get				
1673	1673	fill up (a hollow)	填(~坑)	v.	fill up (a hollow)				
1674	1674	lick / lap	舔	v.	lick / lap			319	LICK
1675	1675	choose / pick	挑选	v.	choose / pick				
1676	1676	carry (sthg.) with a pole on t	挑(~担)	v.	carry (sthg.) with a pole on t				
1677	1677	dance	跳舞	v.	dance||dance (the 'guo1zhuang1')	dance (the 'guo1zhuang1') v.	跳舞 (跳锅庄)		
1678	1678	jump	跳(~远)	v.	jump				
1679	1679	pulse / beat	跳(脉~)	v.	pulse / beat				
1680	1680	paste / stick / glue	贴	v.	paste / stick / glue				
1681	1681	listen	听	v.	listen				
1682	1682	hear	听见	v.	hear			1408	HEAR
1683	1683	stop / cease	停止	v.	stop / cease				
1684	1684	throw out (one's chest)	挺(~胸)	v.	throw out (one's chest)				
1685	1685	notify / inform	通知	v.	notify / inform				
1686	1686	steal	偷	v.	steal			713	STEAL
1687	1687	throw / hurl	投掷	v	throw / hurl	throw / hurl v.	投掷	1456	THROW
1688	1688	spit	吐(~痰)	v.	spit			1440	SPIT
1689	1689	push / shove (people, cars)	推 (~(车,人))	v.	push / shove||push / shove (people, cars)||turn a mill / grindstone	push / shove v.||turn a mill / grindstone v.	推||推 (~(磨))	1452	PUSH
1690	1690	refuse by making excuses	推托	v.	refuse by making excuses				
1691	1691	back up / retreat	退(后~)	v.	back up / retreat				
1692	1692	swallow	吞	v.	swallow				
1693	1693	slough off (of a snake)	蜕(蛇~皮)	v.	slough off (of a snake)				
1694	1694	pull / drag (a log)	拖(~木头)	v.	pull / drag (a log)				
1695	1695	take off (clothes)	脱(~衣)	v.	take off (clothes)				
1696	1696	dislocate (a joint)	脱(~臼)	v.	dislocate (a joint)				
1697	1697	carry (loads; of pack animals)	驮	v.	carry (loads; of pack animals)				
1698	1698	dig / scoop out	挖	v.	dig / scoop out			1418	DIG
1699	1699	cut / gouge out	剜	v.	cut / gouge out				
1700	1700	curved, become / bent	弯	v.	bend at the waist||curved, become / bent	bend at the waist v.	弯 (~(腰))		
1701	1701	bend	弄弯	v.	bend				
1702	1702	finish / be over	完	v.	finish / be over				
1703	1703	play / amuse oneself	玩耍	v.	play / amuse oneself			1413	PLAY
1704	1704	forget	忘记	v.	forget				
1705	1705	violate / breach	违反	v.	violate / breach				
1706	1706	breastfeed / suckle	喂(~奶)	v.	breastfeed / suckle				
1707	1707	smell	闻(臭)	v.	smell			1586	SMELL (PERCEIVE)
1708	1708	ask / question	问	v.	ask / question				
1709	1709	hold (a pen)	握(~笔)	v.	hold (a pen)			1448	HOLD
1710	1710	cover (the mouth)	捂(~嘴)	v.	cover (the mouth)				
1711	1711	inhale	吸(~气)	v.	inhale				
1712	1712	accustomed to, be / habit of, haveve	习惯	v.	accustomed to, be / habit of, ha				
1713	1713	wash (clothes)	洗(~衣)	v.	wash (clothes)				
1714	1714	like / love	喜欢	v.	like / love				
1715	1715	blind, be (acquired / postnatally)	瞎 ((先天)~)	v.	blind, be (congenitally)||blind, be||blind, be (acquired / postnatally)	blind, be (congenitally) v.||blind, be v.	瞎 (~(后天)~)||瞎		
1716	1716	go downstairs	下(~楼)	v.	go downstairs				
1717	1717	birth, give to (piglets)	下(~猪崽)	v.	birth, give to (piglets)				
1718	1718	lay (eggs)q	下(~蛋)	v.	lay (eggs)q||lay (eggs)	lay (eggs) v.	下(~蛋)		
1719	1719	fall (rain)	下(~雨)	v.	fall (rain)				
1720	1720	hang down / droop	下垂	v.	hang down / droop				
1721	1721	frighten / scare	吓唬	v.	frighten / scare				
1722	1722	cave in / sink	下陷	v.	cave in / sink				
1723	1723	offer / dedicate	献	v.	offer / dedicate				
1724	1724	admire and envy	羡慕	v.	admire and envy				
1725	1725	believe / trust	相信	v.	believe / trust				
1726	1726	think	想	v.	think			1415	THINK (REFLECT)
1727	1727	recall / remember	想起	v.	recall / remember				
1728	1728	want (to go)	想(~去)	v.	want (to go)				
1729	1729	look like / resemble	像	v.	look like / resemble				
1730	1730	digest	消化	v.	digest				
1731	1731	disappear / vanish	消失	v.	disappear / vanish||disappear / vanish (lit. 'not seen anymore')	disappear / vanish (lit. 'not seen anymore') v.	消失 ("不见了")		
1732	1732	subside (of swelling)	消(肿~)	v.	subside (of swelling)				
1733	1733	pare / peel with a knife	削	v.	pare / peel with a knife				
1734	1734	careful, be / cautious	小心	v.	careful, be / cautious				
1735	1735	laugh / smile	笑	v.	laugh / smile			1355	LAUGH
1736	1736	write	写	v.	write				
1737	1737	diarrhea, have	泻	v.	diarrhea, have				
1738	1738	blow (one's nose)	擤	v.	blow (one's nose)			175	BLOW (OF WIND)
1739	1739	sober up	醒(睡~) ((睡)~)	v.	wake up (from sleep when it's loud)||wake up||sober up||wake up (from sleep)	wake up v.||wake up (from sleep) v.||wake up (from sleep when it's loud) v.	醒(睡~)||醒(睡~) ((酒)~)||醒(睡~) ((睡着时吵)~)		
1740	1740	rest (while on the road)	休息 ((工作时)~)	v.	rest (from work)||rest||rest (while on the road)	rest v.||rest (from work) v.||rest v	休息||休息 ((路途中)~)||休息		
1741	1741	embroider	绣(~花)	v.	embroider				
1742	1742	learn	学	v.	learn				
1743	1743	smoke / fumigate	熏	v.	smoke / fumigate||smoke / fumigate (with a cypress branch)	smoke / fumigate (with a cypress branch) v.	熏 ((用柏枝)~)		
1744	1744	display structure	寻找	v.	find / look for||display structure	find / look for v.	寻找		
1745	1745	press / push down	压	v.	press / push down				
1746	1746	castrate (cocks)	阉(~鸡)	v.	castrate (cocks)				
1747	1747	grind / pestle (medicine)	研(~药)	v.	grind / pestle (medicine)				
1748	1748	winnow	扬场	v.	winnow				
1749	1749	itch / tickle	痒	v.	itch / tickle				
1750	1750	raise (chickens)	养(~鸡)	v.	raise (chickens)				
1751	1751	rock / sway	摇晃	v.	rock / sway				
1752	1752	shake (one's head)	摇(~头)	v.	shake (one's head)				
1753	1753	bite (of snakes) (note: (wrong number))	咬 (~(牙))	v.	bite (of snakes)||bite (of draught animals, wild animals)||bite||grit one's teeth	grit one's teeth v.||bite v.||bite (of draught animals, wild animals) v.	咬 ((蛇)~)||咬||咬 ((牲口,兽)~)	1403	BITE
1754	1754	scoop up (water) / ladle out	舀(~水)	v.	scoop up (water) / ladle out				
1755	1755	want / need	要	v.	want / need				
1756	1756	lead the way	引(~路)	v.	lead the way				
1757	1757	rely / lean on	依靠	v.	rely / lean on				
1758	1758	overflow / spill	溢(~出来)	v.	overflow / spill				
1759	1759	withhold the facts / conceal	隐瞒	v.	withhold the facts / conceal				
1760	1760	win	赢	v.	win				
1761	1761	welcome, bid s.b. / greet	迎接	v.	welcome, bid s.b. / greet				
1762	1762	embrace / hug	拥抱	v.	embrace / hug				
1763	1763	swim	游泳	v.	swim				
1764	1764	have (money)	有(~钱)	v.	have (money)				
1765	1765	there are (people)	有(~人)	v.	there are (people)				
1766	1766	there are (trees on the mountain)	有(山上~树)	v.	there are (trees on the mountain)				
1767	1767	have (eyes)	有(~眼睛)	v.	have (eyes)				
1768	1768	there is (water in the bowl)	有(碗里~水)	v.	there is (water in the bowl)				
1769	1769	meet / come across	遇见	v.	meet / come across				
1770	1770	agree on / arrange	约定	v.	agree on / arrange				
1771	1771	cross / pass	越过	v.	cross / pass				
1772	1772	dizzy, feel / giddy	晕(头~)	v.	dizzy, feel / giddy				
1773	1773	permit / allow	允许	v.	permit / allow				
1774	1774	plant (trees)	栽(~树)	v.	plant (trees)			1486	PLANT (SOMETHING)
1775	1775	be (in the house)	在(~屋里)	v.	be (in the house)				
1776	1776	increase / gain	增加	v.	increase / gain				
1777	1777	chisel / bore (a hole)	凿	v.	chisel / bore (a hole)				
1778	1778	stick into / stab	扎(刀~)	v.	stick into / stab				
1779	1779	pricked, be (on a thorn)	扎(~刺)	v.	pricked, be (on a thorn)				
1780	1780	blink / wink	眨(~眼)	v.	blink / wink				
1781	1781	extract (oil)	榨(~油)	v.	extract (oil)				
1782	1782	pluck (flowers)	摘(~花)	v.	pick (fruit)||pluck (flowers)	pick (fruit) v.	摘(~花) (~(果子))		
1783	1783	stick down (an envelope)	粘[?](~信)	v.	stick down (an envelope)				
1784	1784	stand	站	v.	stand			1442	STAND
1785	1785	open (the mouth)	张(~嘴)	v.	open (the mouth)				
1786	1786	grow up (of animals)	长(~大) ((植物)~)	v.	grow up||grow up (of animals)||grow up (of plants)	grow up v.||grow up (of plants) v.	长(~大)||长(~大) ((动物)~)		
1787	1787	go up (water level) / rise	涨(~水)	v.	go up (water level) / rise				
1788	1788	bloated, feel (of the stomach)	胀(肚子~)	v.	bloated, feel (of the stomach)				
1789	1789	catch (fire) / be (on fire) (a house)	着(~火) ((房子)~火)	v.	catch (fire) / be (on fire) (a house)||catch (fire) / be (on fire)||catch (fire) / be (on fire) (on mountain)	catch (fire) / be (on fire) v.||catch (fire) / be (on fire) (on mountain) v.	着(~火)||着(~火) ((山上)~火)		
1790	1790	catch cold	着凉	v.	catch cold				
1791	1791	call together / convene	召集	v.	call together / convene				
1792	1792	found / located	找到	v.	found / located				
1793	1793	sting (of	蜇(马蜂~)	wasps)	sting (of wasps)	sting (of wasps) v.	蜇(马蜂~)		
1794	1794	cover / hide from view	遮蔽	v.	cover / hide from view				
1795	1795	shake / quake	震动	v.	shake / quake				
1796	1796	fight / vie for (contend)	争夺 ("争名")	v.	fight / vie for||fight / vie for (contend)	fight / vie for v.	争夺		
1797	1797	steam	蒸	v.	steam				
1798	1798	know	知道	v.	know				
1799	1799	weave / knit	织	v.	weave / knit				
1800	1800	point at / to / out	指	v.	point at / to / out				
1801	1801	plant / raise (wheat) (scatter)	种(~麦子) (点~)	v.	plant / raise (wheat) (scatter)||plant / raise (wheat) (dibbling)||plant / raise (wheat)	plant / raise (wheat) v.||plant / raise (wheat) (dibbling) v.	种(~麦子)||种(~麦子) (撒~)		
1802	1802	swell (of tissue)	肿	v.	swell (of tissue)				
1803	1803	use or lean on ( a walking stick)	柱（～拐棍）	v.					
1804	1804	cook / boil (water, meat)	煮 (~(水,肉))	v.	cook / boil (water, meat)||cook / boil||cook / boil (rice)	cook / boil v.||cook / boil (rice) v.	煮||煮 (~(饭))		
1805	1805	grab / seize / catch	抓	v.	grab / seize / catch				
1806	1806	turn around	转(~身)	v.	turn around				
1807	1807	turn (a corner)	转弯	v.	turn (a corner)				
1808	1808	turn (round and round)	转动(~了)	v.	turn (round and round)				
1809	1809	turn (cause to)	转动(使~)	v.	turn (cause to)				
1810	1810	put into a container / pack	装(~进)	v.	put into a container / pack				
1811	1811	chase after	追	v.	chase after				
1812	1812	prepare / get ready / intend	准备	v.	prepare / get ready / intend				
1813	1813	catch / capture	捉	v.	catch / capture				
1814	1814	peck at (rice; of a chicken)	啄(鸡~米)	v.	peck at (rice; of a chicken)				
1815	1815	walk	走	v.	walk			1443	WALK
1816	1816	bore / drill (a hole)	钻(~洞)	v.	bore / drill (a hole)				
1817	1817	drill	钻(用钻子)	v.	drill				
1818	1818	drunk, be	醉	v.	drunk, get||drunk, be	drunk, get v.	醉 ("酒上去了")		
1819	1819	sit down	坐	v.	sit down				
1820	1820	do / make	做	v.	do / make (past)||do / make||do / make (future)	do / make (future) v.||do / make (past) v.	做 ((将来时))||做 ((过去时))		
