ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
12748	chuanqiandiannortheastyunnan-Chen-2013-888-525-1		chuanqiandiannortheastyunnan	Chen-2013-888-525	ʔi³³; vɦai³⁵; ʔi⁵⁵	ʔi³³	ʔ i ³³		Chen2013			那	78	THAT	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	那	ʔi³³	1 7 8	AXT	HI4	5	5.H.C 5.I.V 5.4.T	1.6 3.0 1.0	0	1750
12752	qiandongeast-Chen-2013-888-525-1		qiandongeast	Chen-2013-888-525	ŋa³³; qɛ³³	ŋa³³	ŋ a ³³		Chen2013			那	78	THAT	Qiandong, East	east2370					Qiandong, East	那	ŋa³³	4 7 8	AXT	NA4	9	9.N.C 9.A.V 9.4.T	1.6 3.0 1.0	0	1752
12754	qiandongwest-Chen-2013-888-525-1		qiandongwest	Chen-2013-888-525	muŋ¹³; ʔe⁴⁴	muŋ¹³	m u ŋ ¹³		Chen2013			那	78	THAT	Qiandong, West						Qiandong, West	那	muŋ¹³	4 7 4 8	AXLT	MYN2	10	10.M.C 10.Y.V 10.N.c 10.2.T	1.6 3.0 1.1 1.0	0	1753
12755	bahengwest-Chen-2013-888-525-1		bahengwest	Chen-2013-888-525	n̩³³; n̩⁵⁵	n̩³³	m n̩ ³³		Chen2013			那	78	THAT	Baheng, West	pahn1237					Baheng, West	那	mn̩³³	4 4 8	ALT	MN4	2	2.M.C 2.N.c 2.4.T	1.6 1.1 1.0	0	1749
12756	bahengeast-Chen-2013-888-525-1		bahengeast	Chen-2013-888-525	m̩⁵⁵; wo⁵⁵	m̩⁵⁵	n m̩ ⁵⁵		Chen2013			那	78	THAT	Baheng, East	pahn1237					Baheng, East	那	nm̩⁵⁵	4 4 8	ALT	NM5	1	1.N.C 1.M.c 1.5.T	1.6 1.1 1.0	0	1748
21492	luobuoheeastern-Chen-2013-888-885-1		luobuoheeastern	Chen-2013-888-885	pa⁵⁵lin³¹	pa⁵⁵lin³¹	p a ⁵⁵ + l i n ³¹		Chen2013			都	98	ALL	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	都	pa⁵⁵+lin³¹	1 7 8 9 5 7 4 8	AXT_AXLT	PA5_LIN3	7	7.P.C 7.A.V 7.5.T 7._._ 7.L.C 7.I.V 7.N.c 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	1758 1759
21493	luobuohewestern-Chen-2013-888-885-1		luobuohewestern	Chen-2013-888-885	ʑi³¹χɑ⁵⁵	ʑi³¹χɑ⁵⁵	ʑ i ³¹ + χ ɑ ⁵⁵		Chen2013			都	98	ALL	Luobuohe, Western	luop1235					Luobuohe, Western	都	ʑi³¹+χɑ⁵⁵	3 7 8 9 3 7 8	AXT_AXT	SI3_GA5	8	8.S.C 8.I.V 8.3.T 8._._ 8.G.C 8.A.V 8.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1760 1761
21494	chuanqiandian-Chen-2013-888-885-1		chuanqiandian	Chen-2013-888-885	tou⁴³	tou⁴³	t ɔ ⁴³		Chen2013			都	98	ALL	Chuanqiandian	chua1256					Chuanqiandian	都	tɔ⁴³	1 7 8	AXT	TU3	3	3.T.C 3.U.V 3.3.T	1.6 3.0 1.0	0	1757
21495	chuanqiandiancentralguizhou-Chen-2013-888-885-1		chuanqiandiancentralguizhou	Chen-2013-888-885	tu⁴²	tu⁴²	t u ⁴²		Chen2013			都	98	ALL	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	都	tu⁴²	1 7 8	AXT	TY3	4	4.T.C 4.Y.V 4.3.T	1.6 3.0 1.0	0	1757
21496	chuanqiandiansouthernguizhou-Chen-2013-888-885-1		chuanqiandiansouthernguizhou	Chen-2013-888-885	təu⁵⁵	təu⁵⁵	t əu ⁵⁵		Chen2013			都	98	ALL	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	都	təu⁵⁵	1 7 8	AXT	TE5	6	6.T.C 6.E.V 6.5.T	1.6 3.0 1.0	0	1757
21497	chuanqiandiannortheastyunnan-Chen-2013-888-885-1		chuanqiandiannortheastyunnan	Chen-2013-888-885	tu³³	tu³³	t u ³³		Chen2013			都	98	ALL	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	都	tu³³	1 7 8	AXT	TY4	5	5.T.C 5.Y.V 5.4.T	1.6 3.0 1.0	0	1757
21501	qiandongeast-Chen-2013-888-885-1		qiandongeast	Chen-2013-888-885	teu²⁴	teu²⁴	t eu ²⁴		Chen2013			都	98	ALL	Qiandong, East	east2370					Qiandong, East	都	teu²⁴	1 7 8	AXT	TE2	9	9.T.C 9.E.V 9.2.T	1.6 3.0 1.0	0	1757
21503	qiandongwest-Chen-2013-888-885-1		qiandongwest	Chen-2013-888-885	se⁵⁵se⁵⁵	se⁵⁵se⁵⁵	s e ⁵⁵ + s e ⁵⁵		Chen2013			都	98	ALL	Qiandong, West						Qiandong, West	都	se⁵⁵+se⁵⁵	3 7 8 9 3 7 8	AXT_AXT	SE5_SE5	10	10.S.C 10.E.V 10.5.T 10._._ 10.S.C 10.E.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1760 1762
21504	bahengwest-Chen-2013-888-885-1		bahengwest	Chen-2013-888-885	ʔi⁵⁵tɔ⁵⁵	ʔi⁵⁵tɔ⁵⁵	ʔ i ⁵⁵ + t ɔ ⁵⁵		Chen2013			都	98	ALL	Baheng, West	pahn1237					Baheng, West	都	ʔi⁵⁵+tɔ⁵⁵	1 7 8 9 1 7 8	AXT_AXT	HI5_TU5	2	2.H.C 2.I.V 2.5.T 2._._ 2.T.C 2.U.V 2.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1755 1756
21505	bahengeast-Chen-2013-888-885-1		bahengeast	Chen-2013-888-885	ke⁵⁵	ke⁵⁵	k e ⁵⁵		Chen2013			都	98	ALL	Baheng, East	pahn1237					Baheng, East	都	ke⁵⁵	1 7 8	AXT	KE5	1	1.K.C 1.E.V 1.5.T	1.6 3.0 1.0	0	1754
14825	luobuoheeastern-Chen-2013-888-610-1		luobuoheeastern	Chen-2013-888-610	tə⁰²so³¹	tə⁰²so³¹	t ə ²/⁰ + s o ³¹		Chen2013			酸	1906	SOUR	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	酸	tə²/⁰+so³¹	1 7 8 9 3 7 8	AXT_AXT	TE6_SU3	7	7.T.C 7.E.V 7.6.T 7._._ 7.S.C 7.U.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1767 1763
14826	luobuohewestern-Chen-2013-888-610-1		luobuohewestern	Chen-2013-888-610	so³¹	so³¹	s o ³¹		Chen2013			酸	1906	SOUR	Luobuohe, Western	luop1235					Luobuohe, Western	酸	so³¹	3 7 8	AXT	SU3	8	8.S.C 8.U.V 8.3.T	1.6 3.0 1.0	0	1763
14827	chuanqiandian-Chen-2013-888-610-1		chuanqiandian	Chen-2013-888-610	qou⁴³	qou⁴³	q ɔ ⁴³		Chen2013			酸	1906	SOUR	Chuanqiandian	chua1256					Chuanqiandian	酸	qɔ⁴³	1 7 8	AXT	KU3	3	3.K.C 3.U.V 3.3.T	1.6 3.0 1.0	0	1764
14828	chuanqiandiancentralguizhou-Chen-2013-888-610-1		chuanqiandiancentralguizhou	Chen-2013-888-610	sʰə²⁴	sʰə²⁴	sʰ ə ²⁴		Chen2013			酸	1906	SOUR	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	酸	sʰə²⁴	3 7 8	AXT	SE2	4	4.S.C 4.E.V 4.2.T	1.6 3.0 1.0	1	1763
14829	chuanqiandiansouthernguizhou-Chen-2013-888-610-1		chuanqiandiansouthernguizhou	Chen-2013-888-610	su²²	su²²	s u ²²		Chen2013			酸	1906	SOUR	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	酸	su²²	3 7 8	AXT	SY1	6	6.S.C 6.Y.V 6.1.T	1.6 3.0 1.0	0	1763
14830	chuanqiandiannortheastyunnan-Chen-2013-888-610-1		chuanqiandiannortheastyunnan	Chen-2013-888-610	hi³³qaɯ⁵⁵	hi³³qaɯ⁵⁵	h i ³³ + q a ɯ ⁵⁵		Chen2013			酸	1906	SOUR	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	酸	hi³³+qaɯ⁵⁵	3 7 8 9 1 7 7 8	AXT_AXYT	HI4_KAI5	5	5.H.C 5.I.V 5.4.T 5._._ 5.K.C 5.A.V 5.I.V 5.5.T	1.6 3.0 1.0 0.0 1.6 3.0 3.0 1.0	0	1765 1766
14834	qiandongeast-Chen-2013-888-610-1		qiandongeast	Chen-2013-888-610	ɕeu²⁴	ɕeu²⁴	ɕ eu ²⁴		Chen2013			酸	1906	SOUR	Qiandong, East	east2370					Qiandong, East	酸	ɕeu²⁴	3 7 8	AXT	SE2	9	9.S.C 9.E.V 9.2.T	1.6 3.0 1.0	0	1763
14836	qiandongwest-Chen-2013-888-610-1		qiandongwest	Chen-2013-888-610	ɕʰu⁴⁴	ɕʰu⁴⁴	ɕʰ u ⁴⁴		Chen2013			酸	1906	SOUR	Qiandong, West						Qiandong, West	酸	ɕʰu⁴⁴	3 7 8	AXT	SY5	10	10.S.C 10.Y.V 10.5.T	1.6 3.0 1.0	0	1763
14837	bahengwest-Chen-2013-888-610-1		bahengwest	Chen-2013-888-610	su³⁵	su³⁵	s u ³⁵		Chen2013			酸	1906	SOUR	Baheng, West	pahn1237					Baheng, West	酸	su³⁵	3 7 8	AXT	SY2	2	2.S.C 2.Y.V 2.2.T	1.6 3.0 1.0	0	1763
14838	bahengeast-Chen-2013-888-610-1		bahengeast	Chen-2013-888-610	ɕu³⁵	ɕu³⁵	ɕ u ³⁵		Chen2013			酸	1906	SOUR	Baheng, East	pahn1237					Baheng, East	酸	ɕu³⁵	3 7 8	AXT	SY2	1	1.S.C 1.Y.V 1.2.T	1.6 3.0 1.0	0	1763
21394	luobuoheeastern-Chen-2013-888-881-1		luobuoheeastern	Chen-2013-888-881	ʁu²⁴	ʁu²⁴	ʁ u ²⁴		Chen2013			醉	1463	DRUNK	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	醉	ʁu²⁴	5 7 8	AXT	RY2	7	7.R.C 7.Y.V 7.2.T	1.6 3.0 1.0	0	1772
21395	luobuohewestern-Chen-2013-888-881-1		luobuohewestern	Chen-2013-888-881	ʁu³⁵	ʁu³⁵	ʁ u ³⁵		Chen2013			醉	1463	DRUNK	Luobuohe, Western	luop1235					Luobuohe, Western	醉	ʁu³⁵	5 7 8	AXT	RY2	8	8.R.C 8.Y.V 8.2.T	1.6 3.0 1.0	0	1772
21396	chuanqiandian-Chen-2013-888-881-1		chuanqiandian	Chen-2013-888-881	qou¹³tɕeu⁵⁵	qou¹³tɕeu⁵⁵	q ɔ ¹³ + tɕ eu ⁵⁵		Chen2013			醉	1463	DRUNK	Chuanqiandian	chua1256					Chuanqiandian	醉	qɔ¹³+tɕeu⁵⁵	1 7 8 9 2 7 8	AXT_AXT	KU2_CE5	3	3.K.C 3.U.V 3.2.T 3._._ 3.C.C 3.E.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1769 1770
21397	chuanqiandiansouthernguizhou-Chen-2013-888-881-1		chuanqiandiansouthernguizhou	Chen-2013-888-881	ho¹³tɕə⁴²	ho¹³tɕə⁴²	h o ¹³ + tɕ ə ⁴²		Chen2013			醉	1463	DRUNK	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	醉	ho¹³+tɕə⁴²	3 7 8 9 2 7 8	AXT_AXT	HU2_CE3	6	6.H.C 6.U.V 6.2.T 6._._ 6.C.C 6.E.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1771 1770
21398	chuanqiandiannortheastyunnan-Chen-2013-888-881-1		chuanqiandiannortheastyunnan	Chen-2013-888-881	ɢau³¹	ɢau³¹	ɢ au ³¹		Chen2013			醉	1463	DRUNK	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	醉	ɢau³¹	1 7 8	AXT	KA3	5	5.K.C 5.A.V 5.3.T	1.6 3.0 1.0	0	1769
21403	qiandongwest-Chen-2013-888-881-1		qiandongwest	Chen-2013-888-881	kɔ²²tɕo¹³	kɔ²²tɕo¹³	k ɔ ²² + tɕ o ¹³		Chen2013			醉	1463	DRUNK	Qiandong, West						Qiandong, West	醉	kɔ²²+tɕo¹³	1 7 8 9 2 7 8	AXT_AXT	KU1_CU2	10	10.K.C 10.U.V 10.1.T 10._._ 10.C.C 10.U.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1769 1770
21404	bahengwest-Chen-2013-888-881-1		bahengwest	Chen-2013-888-881	soŋ³⁵	soŋ³⁵	s o ŋ ³⁵		Chen2013			醉	1463	DRUNK	Baheng, West	pahn1237					Baheng, West	醉	soŋ³⁵	3 7 4 8	AXLT	SUN2	2	2.S.C 2.U.V 2.N.c 2.2.T	1.6 3.0 1.1 1.0	0	1768
21405	bahengeast-Chen-2013-888-881-1		bahengeast	Chen-2013-888-881	suŋ³⁵	suŋ³⁵	s u ŋ ³⁵		Chen2013			醉	1463	DRUNK	Baheng, East	pahn1237					Baheng, East	醉	suŋ³⁵	3 7 4 8	AXLT	SYN2	1	1.S.C 1.Y.V 1.N.c 1.2.T	1.6 3.0 1.1 1.0	0	1768
11629	luobuoheeastern-Chen-2013-888-480-1		luobuoheeastern	Chen-2013-888-480	tə⁰²χwɛ⁵⁵	tə⁰²χwɛ⁵⁵	t ə ²/⁰ + χʷ ɛ ⁵⁵		Chen2013			里边	1606	INSIDE	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	里边	tə²/⁰+χʷɛ⁵⁵	1 7 8 9 3 7 8	AXT_AXT	TE6_GE5	7	7.T.C 7.E.V 7.6.T 7._._ 7.G.C 7.E.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1779 1774
11633	chuanqiandiansouthernguizhou-Chen-2013-888-480-1		chuanqiandiansouthernguizhou	Chen-2013-888-480	ɭə⁴⁴	ɭə⁴⁴	ɭ ə ⁴⁴		Chen2013			里边	1606	INSIDE	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	里边	ɭə⁴⁴	5 7 8	AXT	LE5	6	6.L.C 6.E.V 6.5.T	1.6 3.0 1.0	0	1778
11634	chuanqiandiannortheastyunnan-Chen-2013-888-480-1		chuanqiandiannortheastyunnan	Chen-2013-888-480	ndlo⁵³	ndlo⁵³	ⁿd l o ⁵³		Chen2013			里边	1606	INSIDE	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	里边	ⁿdlo⁵³	1 5 7 8	ACXT	TLU3	5	5.T.C 5.L.C 5.U.V 5.3.T	1.6 1.2 3.0 1.0	0	1777
11638	qiandongeast-Chen-2013-888-480-1		qiandongeast	Chen-2013-888-480	qɛ²⁴njaŋ⁵³	qɛ²⁴njaŋ⁵³	q ɛ ²⁴ + nʲ a ŋ ⁵³		Chen2013			里边	1606	INSIDE	Qiandong, East	east2370					Qiandong, East	里边	qɛ²⁴+nʲaŋ⁵³	1 7 8 9 4 7 4 8	AXT_AXLT	KE2_NAN3	9	9.K.C 9.E.V 9.2.T 9._._ 9.N.C 9.A.V 9.N.c 9.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	1773 1780
11640	qiandongwest-Chen-2013-888-480-1		qiandongwest	Chen-2013-888-480	xʰæ̃⁴⁴tjuŋ⁴⁴	xʰæ̃⁴⁴tjuŋ⁴⁴	xʰ æ̃ ⁴⁴ + t j u ŋ ⁴⁴		Chen2013			里边	1606	INSIDE	Qiandong, West						Qiandong, West	里边	xʰæ̃⁴⁴+tjuŋ⁴⁴	3 7 8 9 1 6 7 4 8	AXT_ACXLT	GE5_TJYN5	10	10.G.C 10.E.V 10.5.T 10._._ 10.T.C 10.J.C 10.Y.V 10.N.c 10.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0	1774 1776
11641	bahengwest-Chen-2013-888-480-1		bahengwest	Chen-2013-888-480	ʔa⁰³qɔ⁴²	ʔa⁰³qɔ⁴²	ʔ a ³/⁰ + q ɔ ⁴²		Chen2013			里边	1606	INSIDE	Baheng, West	pahn1237					Baheng, West	里边	ʔa³/⁰+qɔ⁴²	1 7 8 9 1 7 8	AXT_AXT	HA6_KU3	2	2.H.C 2.A.V 2.6.T 2._._ 2.K.C 2.U.V 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1775 1774
11642	bahengeast-Chen-2013-888-480-1		bahengeast	Chen-2013-888-480	qo³⁵kʰo³¹	qo³⁵kʰo³¹	q o ³⁵ + kʰ o ³¹		Chen2013			里边	1606	INSIDE	Baheng, East	pahn1237					Baheng, East	里边	qo³⁵+kʰo³¹	1 7 8 9 1 7 8	AXT_AXT	KU2_KU3	1	1.K.C 1.U.V 1.2.T 1._._ 1.K.C 1.U.V 1.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1773 1774
11630	luobuohewestern-Chen-2013-888-480-1		luobuohewestern	Chen-2013-888-480	χə⁵⁵ɳʈoŋ³¹	χə⁵⁵ɳʈoŋ³¹	χ ə ⁵⁵ + ⁿʈ o ŋ ³¹		Chen2013			里边	1606	INSIDE	Luobuohe, Western	luop1235					Luobuohe, Western	里边	χə⁵⁵+ⁿʈoŋ³¹	3 7 8 9 1 7 4 8	AXT_AXLT	GE5_TUN3	8	8.G.C 8.E.V 8.5.T 8._._ 8.T.C 8.U.V 8.N.c 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	1774 1776
11632	chuanqiandiancentralguizhou-Chen-2013-888-480-1		chuanqiandiancentralguizhou	Chen-2013-888-480	ntʂõ²²ntʂõ²²	ntʂõ²²ntʂõ²²	ⁿt ʂ õ ²² + ⁿt ʂ õ ²²		Chen2013			里边	1606	INSIDE	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	里边	ⁿtʂõ²²+ⁿtʂõ²²	1 3 7 8 9 1 3 7 8	ACXT_ACXT	TSU1_TSU1	4	4.T.C 4.S.C 4.U.V 4.1.T 4._._ 4.T.C 4.S.C 4.U.V 4.1.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1777 1776
11631	chuanqiandian-Chen-2013-888-480-1		chuanqiandian	Chen-2013-888-480	hou⁵⁵nʈau¹³	hou⁵⁵nʈau¹³	h ɔ ⁵⁵ + ⁿʈ au ¹³		Chen2013			里边	1606	INSIDE	Chuanqiandian	chua1256					Chuanqiandian	里边	hɔ⁵⁵+ⁿʈau¹³	3 7 8 9 1 7 8	AXT_AXT	HU5_TA2	3	3.H.C 3.U.V 3.5.T 3._._ 3.T.C 3.A.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1775 1776
13676	luobuoheeastern-Chen-2013-888-563-1		luobuoheeastern	Chen-2013-888-563	ȵuŋ⁵⁵	ȵuŋ⁵⁵	ȵ u ŋ ⁵⁵		Chen2013			重	1210	HEAVY	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	重	ȵuŋ⁵⁵	4 7 4 8	AXLT	NYN5	7	7.N.C 7.Y.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0	0	1781
13677	luobuohewestern-Chen-2013-888-563-1		luobuohewestern	Chen-2013-888-563	ȵ̥oŋ⁵⁵	ȵ̥oŋ⁵⁵	ȵ̥̥ o ŋ ⁵⁵		Chen2013			重	1210	HEAVY	Luobuohe, Western	luop1235					Luobuohe, Western	重	ȵ̥̥oŋ⁵⁵	4 7 4 8	AXLT	NUN5	8	8.N.C 8.U.V 8.N.c 8.5.T	1.6 3.0 1.1 1.0	0	1781
13678	chuanqiandian-Chen-2013-888-563-1		chuanqiandian	Chen-2013-888-563	ȵ̥aŋ⁵⁵	ȵ̥aŋ⁵⁵	ȵ̥̥ a ŋ ⁵⁵		Chen2013			重	1210	HEAVY	Chuanqiandian	chua1256					Chuanqiandian	重	ȵ̥̥aŋ⁵⁵	4 7 4 8	AXLT	NAN5	3	3.N.C 3.A.V 3.N.c 3.5.T	1.6 3.0 1.1 1.0	0	1781
13679	chuanqiandiancentralguizhou-Chen-2013-888-563-1		chuanqiandiancentralguizhou	Chen-2013-888-563	ȵ̥ã¹³	ȵ̥ã¹³	ȵ̥̥ ã ¹³		Chen2013			重	1210	HEAVY	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	重	ȵ̥̥ã¹³	4 7 8	AXT	NA2	4	4.N.C 4.A.V 4.2.T	1.6 3.0 1.0	0	1781
13680	chuanqiandiansouthernguizhou-Chen-2013-888-563-1		chuanqiandiansouthernguizhou	Chen-2013-888-563	ȵa²³²	ȵa²³²	ȵ a ²³²		Chen2013			重	1210	HEAVY	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	重	ȵa²³²	4 7 8	AXT	NA6	6	6.N.C 6.A.V 6.6.T	1.6 3.0 1.0	0	1781
13681	chuanqiandiannortheastyunnan-Chen-2013-888-563-1		chuanqiandiannortheastyunnan	Chen-2013-888-563	ȵ̥aɯ⁵⁵	ȵ̥aɯ⁵⁵	ȵ̥̥ a ɯ ⁵⁵		Chen2013			重	1210	HEAVY	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	重	ȵ̥̥aɯ⁵⁵	4 7 7 8	AXYT	NAI5	5	5.N.C 5.A.V 5.I.V 5.5.T	1.6 3.0 3.0 1.0	0	1781
13685	qiandongeast-Chen-2013-888-563-1		qiandongeast	Chen-2013-888-563	njuŋ³³	njuŋ³³	nʲ u ŋ ³³		Chen2013			重	1210	HEAVY	Qiandong, East	east2370					Qiandong, East	重	nʲuŋ³³	4 7 4 8	AXLT	NYN4	9	9.N.C 9.Y.V 9.N.c 9.4.T	1.6 3.0 1.1 1.0	0	1781
13687	qiandongwest-Chen-2013-888-563-1		qiandongwest	Chen-2013-888-563	njuŋ¹³	njuŋ¹³	nʲ u ŋ ¹³		Chen2013			重	1210	HEAVY	Qiandong, West						Qiandong, West	重	nʲuŋ¹³	4 7 4 8	AXLT	NYN2	10	10.N.C 10.Y.V 10.N.c 10.2.T	1.6 3.0 1.1 1.0	0	1781
13688	bahengwest-Chen-2013-888-563-1		bahengwest	Chen-2013-888-563	ȵ̥a³¹	ȵ̥a³¹	ȵ̥̥ a ³¹		Chen2013			重	1210	HEAVY	Baheng, West	pahn1237					Baheng, West	重	ȵ̥̥a³¹	4 7 8	AXT	NA3	2	2.N.C 2.A.V 2.3.T	1.6 3.0 1.0	0	1781
13689	bahengeast-Chen-2013-888-563-1		bahengeast	Chen-2013-888-563	ŋ̥a³¹³	ŋ̥a³¹³	ŋ̥ a ³¹³		Chen2013			重	1210	HEAVY	Baheng, East	pahn1237					Baheng, East	重	ŋ̥a³¹³	4 7 8	AXT	NA6	1	1.N.C 1.A.V 1.6.T	1.6 3.0 1.0	0	1781
9614	luobuoheeastern-Chen-2013-888-397-1		luobuoheeastern	Chen-2013-888-397	qo⁰⁵kuŋ³¹	qo⁰⁵kuŋ³¹	q o ⁵/⁰ + k u ŋ ³¹		Chen2013			针	1382	NEEDLE (FOR SEWING)	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	针	qo⁵/⁰+kuŋ³¹	1 7 8 9 1 7 4 8	AXT_AXLT	KU6_KYN3	7	7.K.C 7.U.V 7.6.T 7._._ 7.K.C 7.Y.V 7.N.c 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	1784 1782
9615	luobuohewestern-Chen-2013-888-397-1		luobuohewestern	Chen-2013-888-397	ʔə⁰²koŋ³¹	ʔə⁰²koŋ³¹	ʔ ə ²/⁰ + k o ŋ ³¹		Chen2013			针	1382	NEEDLE (FOR SEWING)	Luobuohe, Western	luop1235					Luobuohe, Western	针	ʔə²/⁰+koŋ³¹	1 7 8 9 1 7 4 8	AXT_AXLT	HE6_KUN3	8	8.H.C 8.E.V 8.6.T 8._._ 8.K.C 8.U.V 8.N.c 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	1785 1782
9616	chuanqiandian-Chen-2013-888-397-1		chuanqiandian	Chen-2013-888-397	koŋ⁴³	koŋ⁴³	k o ŋ ⁴³		Chen2013			针	1382	NEEDLE (FOR SEWING)	Chuanqiandian	chua1256					Chuanqiandian	针	koŋ⁴³	1 7 4 8	AXLT	KUN3	3	3.K.C 3.U.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	0	1782
9617	chuanqiandiancentralguizhou-Chen-2013-888-397-1		chuanqiandiancentralguizhou	Chen-2013-888-397	kõ²⁴	kõ²⁴	k õ ²⁴		Chen2013			针	1382	NEEDLE (FOR SEWING)	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	针	kõ²⁴	1 7 8	AXT	KU2	4	4.K.C 4.U.V 4.2.T	1.6 3.0 1.0	0	1782
9618	chuanqiandiansouthernguizhou-Chen-2013-888-397-1		chuanqiandiansouthernguizhou	Chen-2013-888-397	kaŋ³²	kaŋ³²	k a ŋ ³²		Chen2013			针	1382	NEEDLE (FOR SEWING)	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	针	kaŋ³²	1 7 4 8	AXLT	KAN3	6	6.K.C 6.A.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	0	1782
9619	chuanqiandiannortheastyunnan-Chen-2013-888-397-1		chuanqiandiannortheastyunnan	Chen-2013-888-397	kaɯ⁵⁵	kaɯ⁵⁵	k a ɯ ⁵⁵		Chen2013			针	1382	NEEDLE (FOR SEWING)	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	针	kaɯ⁵⁵	1 7 7 8	AXYT	KAI5	5	5.K.C 5.A.V 5.I.V 5.5.T	1.6 3.0 3.0 1.0	0	1783
9623	qiandongeast-Chen-2013-888-397-1		qiandongeast	Chen-2013-888-397	tɕu²⁴	tɕu²⁴	tɕ u ²⁴		Chen2013			针	1382	NEEDLE (FOR SEWING)	Qiandong, East	east2370					Qiandong, East	针	tɕu²⁴	2 7 8	AXT	CY2	9	9.C.C 9.Y.V 9.2.T	1.6 3.0 1.0	0	1786
9625	qiandongwest-Chen-2013-888-397-1		qiandongwest	Chen-2013-888-397	tɕu⁴⁴	tɕu⁴⁴	tɕ u ⁴⁴		Chen2013			针	1382	NEEDLE (FOR SEWING)	Qiandong, West						Qiandong, West	针	tɕu⁴⁴	2 7 8	AXT	CY5	10	10.C.C 10.Y.V 10.5.T	1.6 3.0 1.0	0	1786
